ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
14	3	14	"blank-2"	"66"	8040	32140	100	272	352	147	434	434	434	60	24	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-162	-82	Error	-162	-82	28150	-1.367	41	13	2967
14	4	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8280	32140	100	285	349	126	467	474	467	62	9	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-182	-118	Error	-182	-118	27928	-2.016	36	13	2968
14	5	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8530	32140	100	293	384	161	480	483	480	52	24	18	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-187	-96	Error	-187	-96	30681	-1.904	41	10	2969
14	6	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8770	32140	100	298	413	207	464	466	464	53	29	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-166	-51	Error	-166	-51	33041	-1.000	50	11	2970
14	7	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9020	32140	100	259	334	141	427	424	427	61	25	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-168	-93	Error	-168	-93	26747	-1.475	42	14	2971
14	8	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9260	32140	100	294	405	265	425	421	425	48	34	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-131	-20	Error	-131	-20	32362	-0.333	65	11	2972
14	9	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9510	32140	100	306	392	277	417	419	417	54	26	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-111	-25	Error	-111	-25	31333	-0.500	70	12	2973
14	10	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	9740	32120	70	969	1814	1920	377	350	377	90	88	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	592	1437	Error	592	1437	58044	16.267	105	25	2974
14	11	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	9980	32120	70	820	1479	1796	378	356	378	81	94	78	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	442	1101	Error	442	1101	47322	13.864	121	22	2975
14	12	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	10220	32120	60	948	1577	1206	387	369	387	95	100	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	561	1190	Error	561	1190	50478	12.716	76	25	2976
14	1	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	7550	32380	100	294	421	229	492	497	492	59	31	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-198	-71	Error	-198	-71	33677	-1.288	54	11	2977
14	2	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	7790	32380	100	289	390	203	463	460	463	51	23	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-174	-73	Error	-174	-73	31216	-1.373	52	11	2978
14	3	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	8040	32380	100	295	394	194	459	458	459	52	25	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-164	-65	Error	-164	-65	31491	-1.231	49	11	2979
14	4	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8260	32380	70	2396	2609	1805	436	413	436	89	97	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1960	2173	Error	1960	2173	83496	24.674	69	21	2980
14	5	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8520	32370	70	3160	3755	2895	437	408	437	89	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2723	3318	Error	2723	3318	120147	37.607	77	21	2981
14	6	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8760	32380	70	2275	3276	2545	432	411	432	88	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1843	2844	Error	1843	2844	104837	32.557	77	21	2982
14	7	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9010	32370	60	612	1012	728	323	332	323	88	91	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	289	689	Error	289	689	32390	7.727	71	26	2983
14	8	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9250	32370	60	633	689	344	346	331	346	95	72	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	287	343	Error	287	343	22058	3.768	49	28	2984
14	9	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9490	32370	60	691	895	553	336	332	336	87	100	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	355	559	Error	355	559	28624	6.471	61	26	2985
14	10	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	9750	32360	50	634	947	520	241	270	241	104	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	393	706	Error	393	706	11363	6.510	54	38	2986
14	11	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	9990	32370	50	1034	1596	1093	253	268	253	70	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	781	1343	Error	781	1343	19149	18.971	68	26	2987
14	12	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	10240	32370	50	1314	1349	672	279	299	279	91	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1035	1070	Error	1035	1070	16191	11.538	49	30	2988
14	1	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	7550	32630	100	310	379	194	496	502	496	70	10	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-186	-117	Error	-186	-117	30309	-1.757	51	13	2989
14	2	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	7790	32630	100	286	366	213	450	448	450	48	11	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-164	-84	Error	-164	-84	29311	-1.708	58	10	2990
14	3	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	8040	32630	100	279	352	152	458	459	458	51	16	13	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-179	-106	Error	-179	-106	28167	-2.098	43	11	2991
14	4	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8280	32630	100	346	441	180	499	498	499	52	36	29	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-153	-58	Error	-153	-58	35308	-1.096	40	10	2992
14	5	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8530	32630	100	350	415	149	512	511	512	54	20	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-162	-97	Error	-162	-97	33179	-1.778	35	10	2993
14	6	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8770	32630	100	319	425	181	479	482	479	62	34	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-160	-54	Error	-160	-54	34016	-0.919	42	12	2994
14	7	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9020	32630	100	310	323	101	446	444	446	50	6	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-136	-123	Error	-136	-123	25837	-2.420	31	11	2995
14	8	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9260	32630	100	260	311	118	427	428	427	48	9	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-167	-116	Error	-167	-116	24842	-2.437	37	11	2996
14	9	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9510	32630	100	272	307	97	436	440	436	54	4	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-164	-129	Error	-164	-129	24528	-2.463	31	12	2997
14	10	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	9750	32630	100	300	371	136	461	459	461	58	16	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-161	-90	Error	-161	-90	29661	-1.517	36	12	2998
14	11	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	10000	32630	100	333	396	146	476	475	476	58	24	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-143	-80	Error	-143	-80	31655	-1.362	36	12	2999
14	12	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	10240	32630	100	366	401	121	536	540	536	80	5	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-170	-135	Error	-170	-135	32072	-1.737	30	14	3000
14	1	17	"Cercariae PNG-F N NP22-RP02 10 uM"	"18"	7550	32870	100	345	409	145	521	532	521	86	9	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-176	-112	Error	-176	-112	32724	-1.430	35	16	3001
14	2	17	"Cercariae PNG-F N NP22-RP02 10 uM"	"18"	7790	32870	100	328	398	147	484	484	484	52	28	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-156	-86	Error	-156	-86	31862	-1.654	36	10	3002
14	3	17	"Cercariae PNG-F N NP22-RP02 10 uM"	"18"	8040	32870	100	341	423	169	495	495	495	53	28	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-154	-72	Error	-154	-72	33862	-1.358	39	10	3003
14	4	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8280	32870	100	370	395	119	514	510	514	58	13	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-144	-119	Error	-144	-119	31594	-1.983	30	11	3004
14	5	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8530	32870	100	345	384	126	519	517	519	54	10	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-174	-135	Error	-174	-135	30751	-2.463	32	10	3005
14	6	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8770	32870	100	358	403	155	500	498	500	54	18	13	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-142	-97	Error	-142	-97	32277	-1.759	38	10	3006
14	7	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9010	32870	70	3281	5032	3682	446	431	446	85	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2835	4586	Error	2835	4586	161026	54.129	73	19	3007
14	8	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9240	32870	60	6999	7291	3404	432	406	432	83	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	6567	6859	Error	6567	6859	233310	82.952	46	20	3008
14	9	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9490	32870	70	8703	8231	3500	448	432	448	86	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	8255	7783	Error	8255	7783	263399	90.686	42	19	3009
14	10	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	9750	32870	100	319	358	113	487	485	487	48	11	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-168	-129	Error	-168	-129	28674	-2.646	31	9	3010
14	11	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	10000	32870	100	324	359	118	506	503	506	54	5	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-182	-147	Error	-182	-147	28754	-2.667	32	10	3011
14	12	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	10240	32870	100	359	385	110	548	568	548	115	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-189	-163	Error	-189	-163	30775	-1.591	28	20	3012
14	1	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	7570	33120	40	1758	2102	1370	437	441	437	54	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	1321	1665	Error	1321	1665	25228	30.759	65	12	3013
14	2	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	7800	33130	40	1856	2305	1316	459	461	459	69	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	1397	1846	Error	1397	1846	27664	26.725	57	14	3014
14	3	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	8050	33120	50	1653	1950	885	445	459	445	77	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1208	1505	Error	1208	1505	23396	19.364	45	16	3015
14	4	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8280	33120	60	1253	1139	309	574	558	574	90	94	84	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	679	565	Error	679	565	36458	6.456	27	16	3016
14	5	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8530	33120	60	1140	1094	279	550	543	550	81	91	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	590	544	Error	590	544	34994	6.802	25	14	3017
14	6	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8770	33120	60	1099	1270	607	512	514	512	92	94	91	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	587	758	Error	587	758	40652	8.217	47	17	3018
14	7	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9020	33120	100	382	480	208	535	539	535	92	31	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-153	-55	Error	-153	-55	38364	-0.641	43	17	3019
14	8	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9260	33120	100	341	437	223	524	549	524	141	18	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-183	-87	Error	-183	-87	34975	-0.794	51	25	3020
14	9	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9510	33120	100	386	460	158	534	676	534	284	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-148	-74	Error	-148	-74	36830	-0.761	34	42	3021
14	10	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	9750	33120	100	1081	1238	805	549	718	549	447	54	43	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	532	689	Error	532	689	99030	1.163	65	62	3022
14	11	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	10000	33120	100	337	424	174	546	554	546	73	23	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-209	-122	Error	-209	-122	33917	-1.781	41	13	3023
14	12	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	10240	33120	100	390	458	160	611	629	611	117	9	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-221	-153	Error	-221	-153	36668	-1.462	34	18	3024
15	1	1	"protein 92"	"275"	12040	29010	100	846	938	362	893	896	893	93	40	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-47	45	Error	-47	45	75057	0.452	38	10	3025
15	2	1	"protein 92"	"275"	12280	29010	100	959	999	369	900	901	900	93	46	40	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	59	99	Error	59	99	79889	1.054	36	10	3026
15	3	1	"protein 92"	"275"	12530	29010	100	1546	1530	252	863	868	863	96	98	96	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	683	667	Error	683	667	122411	6.896	16	11	3027
15	4	1	"protein 108"	"279"	12770	29010	100	825	854	286	825	829	825	87	40	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	0	29	Error	0	29	68333	0.287	33	10	3028
15	5	1	"protein 108"	"279"	13020	29010	100	853	834	274	843	852	843	93	35	25	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	10	-9	Error	10	-9	66687	-0.194	32	10	3029
15	6	1	"protein 108"	"279"	13260	29010	100	840	822	244	814	817	814	70	44	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	26	8	Error	26	8	65735	0.071	29	8	3030
15	7	1	"protein 122"	"283"	13510	29010	100	1066	1132	329	872	878	872	107	63	49	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	194	260	Error	194	260	90561	2.374	29	12	3031
15	8	1	"protein 122"	"283"	13750	29010	100	1218	1209	385	915	915	915	97	66	55	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	303	294	Error	303	294	96737	3.031	31	10	3032
15	9	1	"protein 122"	"283"	14000	29010	100	1443	1302	453	754	749	754	162	74	70	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	689	548	Error	689	548	104196	3.414	34	21	3033
15	10	1	"blank-24"	"287"	14240	29010	100	363	410	166	501	501	501	69	21	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-138	-91	Error	-138	-91	32760	-1.319	40	13	3034
15	11	1	"blank-24"	"287"	14490	29010	100	334	363	122	466	466	466	73	9	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-132	-103	Error	-132	-103	29001	-1.411	33	15	3035
15	12	1	"blank-24"	"287"	14730	29010	100	332	381	134	482	478	482	69	10	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-150	-101	Error	-150	-101	30453	-1.406	35	14	3036
15	1	2	"protein 83"	"259"	12040	29260	100	1102	1124	219	818	826	818	81	84	74	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	284	306	Error	284	306	89950	3.679	19	9	3037
15	2	2	"protein 83"	"259"	12280	29260	100	1054	1111	365	823	830	823	94	69	54	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	231	288	Error	231	288	88917	2.989	32	11	3038
15	3	2	"protein 83"	"259"	12530	29260	100	1023	1074	366	758	786	758	126	68	51	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	265	316	Error	265	316	85923	2.286	34	16	3039
15	4	2	"protein 113"	"263"	12770	29260	100	943	939	160	700	712	700	104	75	61	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	243	239	Error	243	239	75092	2.183	17	14	3040
15	5	2	"protein 113"	"263"	13020	29260	100	1014	1011	161	745	751	745	96	83	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	269	266	Error	269	266	80868	2.708	15	12	3041
15	6	2	"protein 113"	"263"	13260	29260	100	1001	1015	178	772	781	772	109	78	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	229	243	Error	229	243	81207	2.147	17	13	3042
15	7	2	"protein 30"	"267"	13510	29260	100	820	819	222	769	793	769	110	40	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	51	50	Error	51	50	65537	0.236	27	13	3043
15	8	2	"protein 30"	"267"	13750	29260	100	760	790	292	786	799	786	99	35	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-26	4	Error	-26	4	63232	-0.091	36	12	3044
15	9	2	"protein 30"	"267"	14000	29260	100	653	688	211	689	702	689	97	30	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-36	-1	Error	-36	-1	55075	-0.144	30	13	3045
15	10	2	"protein 66"	"271"	14240	29260	100	545	580	168	636	643	636	113	18	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-91	-56	Error	-91	-56	46389	-0.558	28	17	3046
15	11	2	"protein 66"	"271"	14490	29260	100	545	600	207	608	624	608	122	26	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-63	-8	Error	-63	-8	47962	-0.197	34	19	3047
15	12	2	"protein 66"	"271"	14730	29260	100	540	580	163	655	655	655	121	18	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-115	-75	Error	-115	-75	46416	-0.620	28	18	3048
15	1	3	"protein 28"	"243"	12040	29500	100	805	902	239	827	835	827	95	33	26	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-22	75	Error	-22	75	72182	0.705	26	11	3049
15	2	3	"protein 28"	"243"	12280	29500	100	774	837	175	812	812	812	70	33	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-38	25	Error	-38	25	66994	0.357	20	8	3050
15	3	3	"protein 28"	"243"	12530	29500	100	665	747	229	707	712	707	100	30	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-42	40	Error	-42	40	59783	0.350	30	14	3051
15	4	3	"protein 46"	"247"	12770	29500	100	510	662	326	597	600	597	51	43	40	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-87	65	Error	-87	65	52948	1.216	49	8	3052
15	5	3	"protein 46"	"247"	13020	29500	100	502	612	313	639	641	639	60	35	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-137	-27	Error	-137	-27	48989	-0.483	51	9	3053
15	6	3	"protein 46"	"247"	13260	29500	100	494	603	265	679	683	679	65	31	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-185	-76	Error	-185	-76	48269	-1.231	43	9	3054
15	7	3	"protein 23"	"251"	13510	29500	100	738	718	267	697	697	697	72	50	39	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	41	21	Error	41	21	57463	0.292	37	10	3055
15	8	3	"protein 23"	"251"	13750	29500	100	700	727	294	685	710	685	116	35	26	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	15	42	Error	15	42	58195	0.147	40	16	3056
15	9	3	"protein 23"	"251"	14000	29500	100	775	748	272	732	747	732	108	41	25	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	43	16	Error	43	16	59847	0.009	36	14	3057
15	10	3	"protein 6"	"255"	14240	29500	100	944	1025	286	897	889	897	119	45	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	47	128	Error	47	128	82006	1.143	27	13	3058
15	11	3	"protein 6"	"255"	14490	29500	100	891	944	296	886	884	886	92	41	30	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	5	58	Error	5	58	75553	0.652	31	10	3059
15	12	3	"protein 6"	"255"	14730	29500	100	885	934	212	879	882	879	78	39	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	6	55	Error	6	55	74681	0.667	22	8	3060
15	1	4	"protein 82"	"227"	12040	29750	100	702	695	159	985	980	985	113	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-283	-290	Error	-283	-290	55586	-2.522	22	11	3061
15	2	4	"protein 82"	"227"	12280	29750	100	672	662	130	876	896	876	127	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-204	-214	Error	-204	-214	52982	-1.843	19	14	3062
15	3	4	"protein 82"	"227"	12530	29750	100	643	645	133	813	834	813	109	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-170	-168	Error	-170	-168	51585	-1.734	20	13	3063
15	4	4	"protein 47"	"231"	12760	29740	90	26481	25840	8549	713	730	713	104	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	25768	25127	Error	25768	25127	1343674	241.442	33	14	3064
15	5	4	"protein 47"	"231"	13020	29750	80	27846	27641	10693	711	714	711	68	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	27135	26930	Error	27135	26930	1437349	395.985	38	9	3065
15	6	4	"protein 47"	"231"	13250	29740	70	27098	25349	9308	835	893	835	402	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	26263	24514	Error	26263	24514	811156	60.836	36	45	3066
15	7	4	"protein 22"	"235"	13510	29750	100	801	878	242	861	869	861	96	25	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-60	17	Error	-60	17	70210	0.094	27	11	3067
15	8	4	"protein 22"	"235"	13750	29750	100	761	861	258	873	865	873	119	21	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-112	-12	Error	-112	-12	68883	-0.034	29	13	3068
15	9	4	"protein 22"	"235"	14000	29750	100	803	889	264	942	923	942	120	20	18	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-139	-53	Error	-139	-53	71158	-0.283	29	13	3069
15	10	4	"protein 70"	"239"	14240	29750	100	652	696	175	968	968	968	71	4	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-316	-272	Error	-316	-272	55670	-3.831	25	7	3070
