ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
10	11	8	"protein 17"	"174"	9990	21660	100	9805	8225	3787	1351	1361	1351	126	96	95	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	8454	6874	Error	8454	6874	657980	54.476	46	9	2039
10	12	8	"protein 17"	"174"	10230	21650	100	9589	8470	3603	1390	1396	1390	96	100	98	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	8199	7080	Error	8199	7080	677639	73.688	42	6	2040
10	1	9	"blank-17"	"146"	7530	21900	100	418	458	142	901	907	901	149	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-483	-443	Error	-483	-443	36666	-3.013	31	16	2041
10	2	9	"blank-17"	"146"	7770	21900	100	329	400	141	828	835	828	118	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-499	-428	Error	-499	-428	31974	-3.686	35	14	2042
10	3	9	"blank-17"	"146"	8020	21900	100	337	385	127	868	870	868	108	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-531	-483	Error	-531	-483	30810	-4.491	32	12	2043
10	4	9	"F-LDN-BSA 100 mg/ml"	"150"	8270	21890	110	12231	12183	4943	1044	1046	1044	118	99	98	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	11187	11139	Error	11187	11139	974615	94.381	40	11	2044
10	5	9	"F-LDN-BSA 100 mg/ml"	"150"	8520	21900	100	12060	11636	4787	1091	1093	1091	100	100	98	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	10969	10545	Error	10969	10545	930873	105.430	41	9	2045
10	6	9	"F-LDN-BSA 100 mg/ml"	"150"	8760	21890	110	12135	12833	5930	929	951	929	162	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	11206	11904	Error	11206	11904	1026653	73.346	46	17	2046
10	7	9	"CAA tetramer 10 uM"	"154"	9030	21890	70	3369	3425	1460	664	609	664	162	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2705	2761	Error	2705	2761	109588	17.383	42	26	2047
10	8	9	"CAA tetramer 10 uM"	"154"	9260	21890	60	3332	3614	1967	630	545	630	179	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	2702	2984	Error	2702	2984	115632	17.145	54	32	2048
10	9	9	"CAA tetramer 10 uM"	"154"	9510	21880	70	3557	3576	1754	714	648	714	186	94	91	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2843	2862	Error	2843	2862	114430	15.742	49	28	2049
10	10	9	"AWA 100 mg/ml"	"158"	9730	21900	100	808	1015	527	896	918	896	152	30	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-88	119	Error	-88	119	81182	0.638	51	16	2050
10	11	9	"AWA 100 mg/ml"	"158"	9980	21900	100	873	1031	407	1092	1105	1092	153	23	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-219	-61	Error	-219	-61	82495	-0.484	39	13	2051
10	12	9	"AWA 100 mg/ml"	"158"	10220	21900	100	916	1062	410	1202	1200	1202	146	18	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-286	-140	Error	-286	-140	84936	-0.945	38	12	2052
10	1	10	"blank-10"	"130"	7530	22150	100	468	501	151	851	857	851	117	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-383	-350	Error	-383	-350	40116	-3.043	30	13	2053
10	2	10	"blank-10"	"130"	7770	22150	100	439	475	146	774	779	774	75	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-335	-299	Error	-335	-299	38023	-4.053	30	9	2054
10	3	10	"blank-10"	"130"	8020	22150	100	414	457	148	792	792	792	76	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-378	-335	Error	-378	-335	36548	-4.408	32	9	2055
10	4	10	"Eggs rEGC Lipid NP20-RP06 3 uM"	"134"	8270	22150	70	45373	43043	20383	810	742	810	212	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	44563	42233	Error	44563	42233	1377391	199.533	47	28	2056
10	5	10	"Eggs rEGC Lipid NP20-RP06 3 uM"	"134"	8510	22150	70	47347	45673	19157	787	740	787	212	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	46560	44886	Error	46560	44886	1461526	211.948	41	28	2057
10	6	10	"Eggs rEGC Lipid NP20-RP06 3 uM"	"134"	8760	22140	60	43954	39449	21582	749	694	749	212	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	43205	38700	Error	43205	38700	1262361	182.807	54	30	2058
10	7	10	"blank-13"	"138"	9000	22150	100	303	372	146	741	728	741	105	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-438	-369	Error	-438	-369	29731	-3.390	39	14	2059
10	8	10	"blank-13"	"138"	9240	22150	100	274	371	224	732	723	732	78	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-458	-361	Error	-458	-361	29655	-4.513	60	10	2060
10	9	10	"blank-13"	"138"	9490	22150	100	283	349	148	746	749	746	78	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-463	-397	Error	-463	-397	27911	-5.128	42	10	2061
10	10	10	"Eggs rEGC Lipid NP23-RP01 1 uM"	"142"	9740	22150	70	17205	19374	10480	742	654	742	216	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	16463	18632	Error	16463	18632	619970	86.667	54	33	2062
10	11	10	"Eggs rEGC Lipid NP23-RP01 1 uM"	"142"	9980	22150	70	26123	26316	10554	748	678	748	207	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	25375	25568	Error	25375	25568	842109	123.855	40	30	2063
10	12	10	"Eggs rEGC Lipid NP23-RP01 1 uM"	"142"	10220	22150	70	11607	17367	12514	811	765	811	211	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	10796	16556	Error	10796	16556	555750	78.682	72	27	2064
10	1	11	"Eggs O-glycan NP14-RP05 1 uM"	"114"	7540	22390	70	798	1358	968	773	693	773	230	38	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	25	585	Error	25	585	43452	2.891	71	33	2065
10	2	11	"Eggs O-glycan NP14-RP05 1 uM"	"114"	7770	22390	60	1705	1655	872	684	595	684	208	66	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1021	971	Error	1021	971	52958	5.096	52	34	2066
10	3	11	"Eggs O-glycan NP14-RP05 1 uM"	"114"	8020	22390	80	758	972	659	767	743	767	131	37	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-9	205	Error	-9	205	50538	1.748	67	17	2067
10	4	11	"Cercariae rEGC Lipid NP20-RP01 1 uM"	"118"	8280	22380	70	32402	30563	10401	826	733	826	231	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	31576	29737	Error	31576	29737	978009	129.134	34	31	2068
10	5	11	"Cercariae rEGC Lipid NP20-RP01 1 uM"	"118"	8530	22390	70	24776	28805	18530	830	750	830	302	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	23946	27975	Error	23946	27975	921763	92.897	64	40	2069
10	6	11	"Cercariae rEGC Lipid NP20-RP01 1 uM"	"118"	8770	22380	70	32463	31897	8249	807	720	807	209	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	31656	31090	Error	31656	31090	1020718	149.172	25	29	2070
10	7	11	"Cercariae rEGC Lipid NP27-RP01 1 uM"	"122"	9000	22390	60	47684	44461	19911	770	696	770	194	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	46914	43691	Error	46914	43691	1422755	225.593	44	27	2071
10	8	11	"Cercariae rEGC Lipid NP27-RP01 1 uM"	"122"	9240	22390	60	49726	40407	22497	762	698	762	202	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	48964	39645	Error	48964	39645	1293021	196.579	55	28	2072
10	9	11	"Cercariae rEGC Lipid NP27-RP01 1 uM"	"122"	9510	22380	70	42884	42799	19745	773	722	773	163	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	42111	42026	Error	42111	42026	1369577	258.141	46	22	2073
10	10	11	"Eggs rEGC Lipid NP14-RP03 10 uM"	"126"	9760	22380	70	5301	7959	7081	662	576	662	184	100	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	4639	7297	Error	4639	7297	254696	40.125	88	31	2074
10	11	11	"Eggs rEGC Lipid NP14-RP03 10 uM"	"126"	9990	22380	70	7373	8372	6217	653	574	653	184	100	91	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	6720	7719	Error	6720	7719	267916	42.380	74	32	2075
10	12	11	"Eggs rEGC Lipid NP14-RP03 10 uM"	"126"	10220	22380	60	5480	6967	5529	637	574	637	189	94	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	4843	6330	Error	4843	6330	222958	33.825	79	32	2076
10	1	12	"Eggs O-glycan NP10-RP04 10 uM"	"98"	7530	22640	100	354	494	237	832	832	832	125	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-478	-338	Error	-478	-338	39497	-2.704	47	15	2077
10	2	12	"Eggs O-glycan NP10-RP04 10 uM"	"98"	7770	22640	100	326	479	257	751	748	751	81	11	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-425	-272	Error	-425	-272	38301	-3.321	53	10	2078
10	3	12	"Eggs O-glycan NP10-RP04 10 uM"	"98"	8020	22640	100	323	507	290	762	755	762	96	15	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-439	-255	Error	-439	-255	40578	-2.583	57	12	2079
10	4	12	"Eggs O-glycan NP11-RP05 3 uM"	"102"	8270	22630	80	1160	1705	1176	836	849	836	214	58	48	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	324	869	Error	324	869	88682	4.000	68	25	2080
10	5	12	"Eggs O-glycan NP11-RP05 3 uM"	"102"	8510	22640	80	1267	1732	1479	851	817	851	158	65	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	416	881	Error	416	881	90079	5.791	85	19	2081
10	6	12	"Eggs O-glycan NP11-RP05 3 uM"	"102"	8750	22630	80	1401	1915	1558	828	799	828	152	69	62	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	573	1087	Error	573	1087	99565	7.342	81	19	2082
10	7	12	"Eggs O-glycan NP12-RP07 1 uM"	"106"	9000	22640	100	365	597	494	756	753	756	70	19	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-391	-159	Error	-391	-159	47778	-2.229	82	9	2083
10	8	12	"Eggs O-glycan NP12-RP07 1 uM"	"106"	9240	22640	100	329	605	602	755	757	755	75	23	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-426	-150	Error	-426	-150	48381	-2.027	99	9	2084
10	9	12	"Eggs O-glycan NP12-RP07 1 uM"	"106"	9490	22640	100	332	468	277	740	742	740	69	16	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-408	-272	Error	-408	-272	37466	-3.971	59	9	2085
10	10	12	"Eggs O-glycan NP13-RP10 1 uM"	"110"	9730	22640	100	300	358	145	691	673	691	101	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-391	-333	Error	-391	-333	28671	-3.119	40	15	2086
10	11	12	"Eggs O-glycan NP13-RP10 1 uM"	"110"	9980	22640	100	289	406	231	683	670	683	102	6	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-394	-277	Error	-394	-277	32474	-2.588	56	15	2087
10	12	12	"Eggs O-glycan NP13-RP10 1 uM"	"110"	10220	22640	100	328	397	161	739	749	739	115	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-411	-342	Error	-411	-342	31721	-3.061	40	15	2088
10	1	13	"blank-4"	"82"	7530	22880	100	432	461	132	880	881	880	123	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-448	-419	Error	-448	-419	36915	-3.415	28	13	2089
10	2	13	"blank-4"	"82"	7770	22880	100	415	433	135	807	798	807	93	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-392	-374	Error	-392	-374	34677	-3.925	31	11	2090
10	3	13	"blank-4"	"82"	8020	22880	100	379	424	140	824	821	824	88	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-445	-400	Error	-445	-400	33956	-4.511	33	10	2091
10	4	13	"Cercariae O-glycan NP15-RP03 10 uM"	"86"	8270	22880	70	1723	1699	531	868	780	868	222	84	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	855	831	Error	855	831	54362	4.140	31	28	2092
10	5	13	"Cercariae O-glycan NP15-RP03 10 uM"	"86"	8510	22870	70	1706	1672	767	883	794	883	227	78	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	823	789	Error	823	789	53503	3.868	45	28	2093
10	6	13	"Cercariae O-glycan NP15-RP03 10 uM"	"86"	8740	22870	70	1856	1761	758	860	762	860	222	81	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	996	901	Error	996	901	56358	4.500	43	29	2094
10	7	13	"blank-6"	"90"	9000	22880	100	342	427	186	758	749	758	97	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-416	-331	Error	-416	-331	34142	-3.320	43	12	2095
10	8	13	"blank-6"	"90"	9240	22880	100	311	422	191	756	747	756	85	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-445	-334	Error	-445	-334	33790	-3.824	45	11	2096
10	9	13	"blank-6"	"90"	9490	22880	100	319	398	170	744	744	744	69	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-425	-346	Error	-425	-346	31853	-5.014	42	9	2097
10	10	13	"Cercariae O-glycan NP21-RP06 1 uM"	"94"	9750	22870	50	20429	23388	17903	407	464	407	188	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	20022	22981	Error	20022	22981	280661	121.936	76	40	2098
10	11	13	"Cercariae O-glycan NP21-RP06 1 uM"	"94"	10000	22880	60	9848	11681	9777	709	656	709	145	91	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	9139	10972	Error	9139	10972	373782	76.034	83	22	2099
10	12	13	"Cercariae O-glycan NP21-RP06 1 uM"	"94"	10240	22870	60	17432	19308	17208	748	720	748	185	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	16684	18560	Error	16684	18560	617842	100.476	89	25	2100
10	1	14	"blank-2"	"66"	7530	23130	100	365	473	191	855	862	855	131	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-490	-382	Error	-490	-382	37845	-2.969	40	15	2101
10	2	14	"blank-2"	"66"	7770	23130	100	339	443	192	827	857	827	145	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-488	-384	Error	-488	-384	35457	-2.855	43	16	2102
10	3	14	"blank-2"	"66"	8020	23130	100	325	437	190	823	820	823	81	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-498	-386	Error	-498	-386	34923	-4.728	43	9	2103
10	4	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8260	23130	100	411	526	243	854	850	854	106	6	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-443	-328	Error	-443	-328	42109	-3.057	46	12	2104
10	5	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8510	23130	100	405	512	246	851	847	851	95	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-446	-339	Error	-446	-339	40927	-3.526	48	11	2105
10	6	14	"Cercariae O-glycan NP08-RP05 1 uM"	"70"	8750	23130	100	371	474	234	822	814	822	97	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-451	-348	Error	-451	-348	37940	-3.505	49	11	2106
10	7	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9000	23130	100	340	473	294	758	762	758	88	8	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-418	-285	Error	-418	-285	37836	-3.284	62	11	2107
10	8	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9240	23130	100	318	431	215	773	775	773	76	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-455	-342	Error	-455	-342	34502	-4.526	49	9	2108
10	9	14	"Cercariae O-glycan NP10-RP08 3 uM"	"74"	9490	23130	100	317	454	245	758	758	758	69	9	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-441	-304	Error	-441	-304	36330	-4.406	53	9	2109
10	10	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	9740	23110	60	1245	2110	1791	669	594	669	191	75	59	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	576	1441	Error	576	1441	67514	7.937	84	32	2110
10	11	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	9980	23110	80	452	598	353	740	715	740	118	25	17	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-288	-142	Error	-288	-142	31072	-0.992	59	16	2111
10	12	14	"Cercariae O-glycan NP11-RP07 1 uM"	"78"	10220	23120	80	777	1133	958	801	818	801	143	38	27	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-24	332	Error	-24	332	58892	2.203	84	17	2112
10	1	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	7530	23370	60	1714	1840	613	817	801	817	273	91	78	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	897	1023	Error	897	1023	58866	3.806	33	34	2113
10	2	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	7770	23370	60	1691	1469	737	760	706	760	206	72	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	931	709	Error	931	709	46994	3.704	50	29	2114
10	3	15	"Eggs PNG-F N NP13-RP04 3 uM"	"50"	8010	23370	50	1530	1493	458	413	513	413	231	100	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1117	1080	Error	1117	1080	17915	4.242	30	45	2115
10	4	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8270	23380	70	3458	3435	2343	751	671	751	201	72	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2707	2684	Error	2707	2684	109935	13.751	68	29	2116
10	5	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8530	23370	80	1975	2498	2184	738	723	738	123	67	67	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	1237	1760	Error	1237	1760	129888	14.431	87	17	2117
10	6	15	"Eggs PNG-F N NP20-RP01 1 uM"	"54"	8750	23370	70	2892	3121	1786	694	631	694	167	100	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2198	2427	Error	2198	2427	99887	14.910	57	26	2118
10	7	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9000	23370	100	325	529	427	701	690	701	93	19	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-376	-172	Error	-376	-172	42331	-1.731	80	13	2119
10	8	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9240	23370	100	327	513	327	731	728	731	67	21	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-404	-218	Error	-404	-218	41072	-3.209	63	9	2120
10	9	15	"Eggs PNG-A N NP21-RP06 1 uM"	"58"	9490	23370	100	284	457	314	683	678	683	90	16	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-399	-226	Error	-399	-226	36566	-2.456	68	13	2121
10	10	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	9740	23360	70	950	987	492	711	637	711	201	53	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	239	276	Error	239	276	31594	1.741	49	31	2122
10	11	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	9980	23370	70	768	1024	807	733	658	733	203	38	22	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	35	291	Error	35	291	32754	1.803	78	30	2123
10	12	15	"Eggs PNG-A N NP24-RP04 1 uM"	"62"	10220	23370	70	1052	1126	628	796	758	796	212	56	38	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	256	330	Error	256	330	36028	1.736	55	27	2124
10	1	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	7530	23620	100	535	568	226	622	672	622	172	20	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-87	-54	Error	-87	-54	45466	-0.605	39	25	2125
10	2	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	7770	23620	100	353	470	238	838	834	838	76	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-485	-368	Error	-485	-368	37590	-4.789	50	9	2126
10	3	16	"Worms PNG-F N NP15-RP05 3 uM"	"34"	8020	23620	100	341	444	222	858	858	858	63	4	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-517	-414	Error	-517	-414	35532	-6.571	50	7	2127
10	4	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8260	23620	100	378	503	233	888	881	888	92	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-510	-385	Error	-510	-385	40202	-4.109	46	10	2128
10	5	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8510	23620	100	424	521	257	826	823	826	84	6	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-402	-305	Error	-402	-305	41655	-3.595	49	10	2129
10	6	16	"Worms PNG-F N NP18-RP04 10 uM"	"38"	8750	23620	100	358	474	246	752	746	752	77	11	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-394	-278	Error	-394	-278	37928	-3.532	51	10	2130
10	7	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9000	23620	100	305	377	163	737	733	737	86	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-432	-360	Error	-432	-360	30124	-4.140	43	11	2131
10	8	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9240	23620	100	292	373	168	739	738	739	57	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-447	-366	Error	-447	-366	29815	-6.404	45	7	2132
10	9	16	"Worms PNG-F N NP20-RP03 3 uM"	"42"	9490	23620	100	278	369	170	733	729	733	78	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-455	-364	Error	-455	-364	29510	-4.615	46	10	2133
10	10	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	9730	23620	100	348	450	205	799	798	799	75	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-451	-349	Error	-451	-349	35967	-4.640	45	9	2134
10	11	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	9980	23620	100	346	471	211	842	1102	842	1938	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-496	-371	Error	-496	-371	37706	-0.326	44	175	2135
10	12	16	"Eggs PNG-F N NP09-RP04 1 uM"	"46"	10220	23620	100	387	482	192	951	955	951	122	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-564	-469	Error	-564	-469	38554	-3.877	39	12	2136
10	1	17	"Cercariae PNG-F N NP22-RP02 10 uM"	"18"	7530	23860	100	532	556	180	988	953	988	253	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-456	-432	Error	-456	-432	44442	-1.569	32	26	2137
